단어,점수
비효율적,-2.0
빈대,-2.0
빈둥거리는,-1.0
빈둥거리다,-1.0
빈둥빈둥,-1.0
빈둥빈둥하는,-1.0
빈둥빈둥하다,-1.0
빈정거리는,-2.0
빈정거리다,-2.0
빈정거리며,-2.0
빈정거릴,-2.0
빈틈없고,1.0
빈혈,-1.0
빌빌대다,-2.0
빌빌하는,-2.0
빌빌하다,-2.0
빙긋거리다,1.0
빙긋대다,1.0
빚을,-2.0
빚지다,-2.0
빛나고,1.0
빛나며,1.0
빠듯하게,-1.0
빠르다,1.0
빠지직대다,-1.0
빠트리다,-1.0
빡도네,-2.0
빡돌다,-2.0
빡세네,-2.0
빡세다,-2.0
빡치네,-2.0
빡치다,-2.0
빤빤스럽게,-2.0
빤빤스럽고,-2.0
빤빤하게,-2.0
빵꾸똥꾸,-1.0
빵셔틀,-1.0
빼돌려,-2.0
빼앗거나,-2.0
빼앗기,-2.0
빼앗기거나,-2.0
빼앗기고,-2.0
빼앗는,-2.0
빼앗다,-2.0
빼앗아,-2.0
빼앗으려고,-2.0
빼어나게,2.0
빼어나다,2.0
빼어난,2.0
뺀질대다,-2.0
뻐근하게,-1.0
뻑적지근하다,-1.0
뻔뻔스러운,-2.0
뻔뻔스럽게,-2.0
뻔뻔스럽고,-2.0
뻔뻔하게,-2.0
뻔뻔하다,-2.0
뻔뻔한,-1.0
뽀록,1.0
뽀얀,1.0
뽐내는,1.0
뽐내다,1.0
뽐낼,1.0
뿌듯하다,2.0
뿌듯함,2.0
삐딱거리다,-2.0
삐딱대다,-2.0
삐딱하다,-2.0
삐뚤거리다,-2.0
삐뚤대다,-2.0
삐뚤어져서,-2.0
삐뚤어지다,-2.0
삐죽대다,-2.0
삐죽삐죽,-2.0
삐죽이,-2.0
사고가,0.0
사고나,-1.0
사고나다,-2.0
사교적,1.0
사교적이다,1.0
사교적인,1.0
사귀다,1.0
사귀어,1.0
사나우며,-1.0
사나운,-1.0
사납거나,-1.0
사납게,-1.0
사납고,-1.0
사납다,-1.0
사납던,-1.0
사늘한,-1.0
사람다운,1.0
사랑,2.0
사랑겹다,2.0
사랑과,1.0
사랑꾼,2.0
사랑둥이,2.0
사랑받고,2.0
사랑받다,2.0
사랑스러운,2.0
사랑스러움,2.0
사랑스럽거나,2.0
사랑스럽게,2.0
사랑스럽다,2.0
사랑스레,2.0
사랑으로,2.0
사랑을,1.0
사랑의,2.0
사랑이,1.0
사랑이다,2.0
사랑하거나,2.0
사랑하고,2.0
사랑하는,2.0
사랑하다,2.0
사랑하여,2.0
사랑함,2.0
사랑해,2.0
사로잡다,1.0
사망하다,-2.0
사멸하는,-2.0
사모,2.0
사모하다,2.0
사모하여,2.0
사모함,2.0
사뿐사뿐하다,1.0
사뿐하다,1.0
사세난연,-2.0
사세난연하다,-2.0
사심없는,1.0
사악하다,-2.0
사악한,-2.0
사양하는,-1.0
사치,-1.0
사치스러운,-2.0
사치스럽다,-1.0
사형에,-2.0
삭는,-1.0
삭막하다,-2.0
산뜻하거나,2.0
산뜻하게,2.0
산뜻하고,2.0
산뜻하다,2.0
산뜻한,1.0
살그머니,1.0
살기,-2.0
살모넬라균에,-1.0
살아나거나,1.0
살인,-1.0
살인자,-2.0
살인죄,-2.0
살인하다,-1.0
살해,-1.0
살해되다,-2.0
살해됨,-2.0
살해됨을,-2.0
살해하다,-2.0
삼연히,0.0
상긋,1.0
상긋거리다,1.0
상긋방긋하다,1.0
상긋상긋,1.0
상긋하다,1.0
상냥하게,2.0
상냥하고,2.0
상냥하다,2.0
상냥하면서,2.0
상냥한,2.0
상냥함,2.0
상당하다고,1.0
상당한,1.0
상서로운,1.0
상서롭다,1.0
상스러운,-2.0
상스럽고,-2.0
상스럽다,-2.0
상습범,-2.0
상승곡선,1.0
상승세,1.0
상승효과,1.0
상실된,-1.0
상실한,-1.0
상심,-2.0
상심하다,-2.0
상처,-2.0
상처가,-1.0
상처를,-2.0
상처에서,-1.0
상쾌하게,2.0
상쾌하다,2.0
상쾌한,2.0
상쾌할,2.0
상쾌히,2.0
상큼하다,1.0
상하거나,-2.0
상하게,-2.0
상하고,-2.0
상하다,-2.0
상하여,-2.0
상한,-2.0
상함,-2.0
상해서,-2.0
상향하다,1.0
상혼,-2.0
상혼하다,-2.0
새눈무늿병,-1.0
새로운,1.0
새로워지다,1.0
새롭게,1.0
새실대다,1.0
색다른,1.0
샐그러뜨리며,-1.0
샐쭉,-1.0
샐쭉거리다,-1.0
샐쭉대다,-1.0
샐쭉샐쭉하다,-1.0
샐쭉하다,-1.0
샘나다,-1.0
샘바르고,-1.0
샘을,-1.0
샘하는,-1.0
샘하여,-1.0
생겨나다,1.0
생글생글,1.0
생긋,1.0
생긋거리다,1.0
생긋대다,1.0
생긋방긋,1.0
생긋방긋거리다,1.0
생기가,1.0
생동감이,1.0
생생하게,1.0
생생하고,1.0
생생하다,1.0
생생한,1.0
생생히,1.0
서글서글한,2.0
서글퍼지다,-2.0
서글프다,-2.0
서글픔,-2.0
서글피,-2.0
서늘하다,1.0
서늘한,-1.0
서두르며,-1.0
서러운,-2.0
서러움,-2.0
서러워하다,-2.0
서러이,-2.0
서럽게,-2.0
서럽다,-2.0
서먹거리다,-1.0
서먹서먹하게,-1.0
서먹서먹하다,-1.0
서먹서먹한,-1.0
서분대다,-1.0
서운감,-2.0
서운하거나,-2.0
서운하게,-2.0
서운하고,-2.0
서운하다,-2.0
서운한,-2.0
서운함,-2.0
서운히,-2.0
서정적인,1.0
서투르거나,-1.0
서투르게,-1.0
서투르고,-1.0
서투르다,-1.0
서투른,-1.0
서투름,-1.0
선득선득,-1.0
선득선득하다,-1.0
선량하다,1.0
선량한,1.0
선명하게,1.0
선명하다,1.0
선명하다는,1.0
선명한,1.0
선선한,1.0
선업을,1.0
선전하다,1.0
선진적인,1.0
선하다,2.0
선행을,2.0
선호하는,2.0
선호하다,2.0
설렁거리다,-1.0
설렁대다,-1.0
설렁설렁,-1.0
설렁설렁하다,-1.0
설레거나,1.0
설레게,1.0
설레는,1.0
설레다,1.0
설레발,-1.0
설레발치다,-1.0
설레어,1.0
설레이다,1.0
설사,-1.0
설사가,-1.0
설사를,-1.0
설사의,-1.0
설사하는,-1.0
설움,-2.0
설움에,-2.0
설움으로,-2.0
설움이,-2.0
설친,-1.0
섬뜩,-2.0
섬뜩섬뜩,-2.0
섬뜩섬뜩하다,-2.0
섬뜩하다,-2.0
섬세하게,1.0
섬세하고,1.0
섬약하여,-1.0
섭섭이,-2.0
섭섭하거나,-1.0
섭섭하게,-1.0
섭섭하고,-1.0
섭섭하다,-1.0
섭섭한,-1.0
섭하다,-1.0
성가시게,-2.0
성가시고,-2.0
성가시다,-2.0
성가시어,-2.0
성가실,-2.0
성공,2.0
성공적,2.0
성공적이다,2.0
성공하다,2.0
성공하여,2.0
성공한,2.0
성과가,1.0
성교,1.0
성글,2.0
성글거리다,2.0
성글고,2.0
성글다,-1.0
성글대다,2.0
성글벙글,2.0
성글벙글거리다,2.0
성글벙글대다,2.0
성글벙글하다,2.0
성글성글,2.0
성글성글하다,2.0
성글하다,2.0
성급하게,-1.0
성급하다,-1.0
성급한,-1.0
성기다,-1.0
성나다,-2.0
성난,-2.0
성내다,-2.0
성내어,-2.0
성대하다,2.0
성대한,2.0
성숙되다,1.0
성숙하고,1.0
성숙하다,1.0
성숙한,2.0
성을,0.0
성을내다,-2.0
성의가,1.0
성의있다,2.0
성이,0.0
성이나서,-2.0
성장되거나,1.0
성질나다,-2.0
성질내다,-2.0
성질부리다,-2.0
성취함을,2.0
성하고,0.0
성하다,1.0
성해지다,1.0
세계적인,1.0
세련되고,2.0
세련되다,2.0
세련된,2.0
세련미,1.0
세일,1.0
세일하다,1.0
세차고,-1.0
센셰이셔널,1.0
소갈병,-1.0
소고집,-1.0
소극적이다,-1.0
소담스러운,2.0
소동을,0.0
소득,1.0
소란스러운,-2.0
소란스러움,-2.0
소란스럽게,-2.0
소란스럽고,-1.0
소란스럽다,-2.0
소란이,-2.0
소란하게,-2.0
소란하고,-2.0
소란해지거나,-2.0
소름,-2.0
소름끼치는,-2.0
소름이,-2.0
소망,1.0
소복하게,1.0
소스라치게,-2.0
소외,-2.0
소외감,-2.0
소외되다,-2.0
소용없다,-2.0
소용없이,-2.0
소원하다,-1.0
소원한,-1.0
소음,-1.0
소중하게,2.0
소중하다,2.0
소중한,2.0
소중히,2.0
소질과,1.0
소탈하여,1.0
소홀,-2.0
소홀하게,-2.0
소홀하다,-2.0
소홀히,-2.0
속되게,-2.0
속박되다,-2.0
속병이,-1.0
속상,-2.0
속상하다,-2.0
속여,-1.0
속이거나,-2.0
속이고,-2.0
속이기,-2.0
속이는,-2.0
속이다,-2.0
속이려는,-2.0
속이며,-2.0
속인다는,-2.0
속임,-2.0
속임수,-2.0
속절없다,-1.0
속절없이,-1.0
속죄,1.0
속태,-2.0
손부끄러이,-1.0
손부끄럽다,-1.0
손상되다,-2.0
손상되어,-1.0
손상된,-2.0
손상을,-1.0
손상이나,-1.0
손해,-2.0
손해가,-2.0
손해나,-2.0
손해를,-2.0
손해의,-2.0
솔직하다,2.0
솔직한,2.0
솟아나는,1.0
송구스럽거나,-2.0
송구스럽게,-2.0
쇠멸하다,-2.0
쇠약감,-1.0
쇠약하다,-1.0
쇠약한,-2.0
쇠약해져서,-2.0
쇠약해지는,-2.0
쇠약해지면서,-1.0
쇠약해진,-2.0
쇠잔하여,-2.0
쇠퇴하여,-2.0
쇠퇴한,-2.0
쇠하여지다,-2.0
수고가,0.0
수고하는,1.0
수군덕수군덕하다,-1.0
수긍하다,1.0
수꼴,-1.0
수더분하거나,0.0
수더분하게,0.0
수두,-1.0
수막염,-1.0
수면부족,-2.0
수상쩍거나,-1.0
수선,-1.0
수선스러워,-1.0
수선스럽게,-1.0
수선스럽고,-1.0
수선스럽다,-1.0
수선을,-1.0
수수하다,1.0
수습하는,1.0
수습하다,1.0
수월하게,2.0
수월하다,2.0
수익,1.0
수익을,1.0
수줍다,0.0
수줍음만,0.0
수척하다,-2.0
수치스러운,-2.0
수치와,-2.0
수치플,-1.0
수혜,1.0
수혜자,1.0
숙련된,1.0
순결,2.0
순결무구하다,1.0
순박하게,1.0
순수하게,1.0
순수하고,1.0
순수하다,1.0
순수한,1.0
순수화,1.0
순수화하다,1.0
순순하다,1.0
순순히,1.0
순정파,1.0
순정하다,1.0
순조롭게,2.0
순종하는,1.0
순진하게,1.0
순탄하게,1.0
순탄하고,1.0
순편하다,1.0
순편히,1.0
순하게,1.0
순하다,1.0
순한,1.0
술렁거리어,-1.0
숨김없이,1.0
숭상하여,2.0
쉬거나,-2.0
쉬면서,1.0
쉬워지다,1.0
쉴드,1.0
쉽거나,2.0
쉽게,1.0
스산하고,-2.0
스스럼없이,1.0
스트레스,-2.0
스포,-1.0
슬기,2.0
슬기로운,2.0
슬기로움을,2.0
슬기롭고,2.0
슬기롭다,2.0
슬퍼,-2.0
슬퍼서,-2.0
슬퍼져서,-2.0
슬퍼지다,-2.0
슬퍼하고,-2.0
슬퍼하다,-2.0
슬퍼하면서,-2.0
슬퍼함,-2.0
슬프게,-2.0
슬프고,-2.0
슬프기,-2.0
슬프다,-2.0
슬프도다,-2.0
슬픈,-2.0
슬플,-2.0
슬픔,-2.0
슬픔으로,-2.0
슬픔을,-2.0
슬픔이,-2.0
슬픔이나,-2.0
슬피,-2.0
슴벅거리다,-1.0
습진,-1.0
승낙하다,2.0
승리,2.0
승리하다,2.0
시그럽다,-1.0
시근시근하다,-1.0
시기하고,-1.0
시기하는,-2.0
시기하다,-2.0
시기하여,-2.0
시기함,-2.0
시끄럽거나,-2.0
시끄럽게,-2.0
시끄럽고,-2.0
시끄럽다,-2.0
시달리다,-2.0
시달림,-2.0
시달림으로,-2.0
시든,-2.0
시들고,-2.0
시들다,-2.0
시들대다,-2.0
시들면서,-2.0
시들시들,-2.0
시들어,-2.0
시들어서,-2.0
시들하게,-2.0
시들하다,-2.0
시들한,-2.0
시들해져서,-2.0
시련이,-1.0
시름시름,-2.0
시름하는,-2.0
시름하여,-2.0
시망,-2.0
시무룩,-2.0
시무룩하다,-2.0
시묵룩이,-2.0
시발비용,-1.0
시비,-2.0
시비가,-2.0
시비에,-2.0
시비하는,-2.0
시새움,-2.0
시샘,-2.0
시샘이,-2.0
시시하거나,-1.0
시시하다,-2.0
시시한,-2.0
시원스러운,2.0
시원스럽게,2.0
시원스럽고,2.0
시원스럽다,2.0
시원스럽도록,2.0
시원스레,2.0
시원시원,2.0
시원시원하다,2.0
시원시원히,2.0
시원찮다,-2.0
시원하게,2.0
시원하고,2.0
시원하다,1.0
시원하여,1.0
시원한,1.0
시장하거나,-1.0
시체를,-2.0
시치미를,-1.0
시큰거리고,-1.0
시큰둥하다,-1.0
시큰둥한,-1.0
식견,1.0
식상,-1.0
식상하다,-1.0
식중독,-1.0
신경증,-1.0
신경질,-1.0
신경질쟁이,-1.0
신경질적,-1.0
신경질적으로,-1.0
신경질적인,-1.0
신기하다,1.0
신나다,2.0
신령스러운,1.0
신령하다,1.0
신령하여,1.0
신뢰,1.0
신뢰하다,1.0
신명,2.0
신명하다,2.0
신묘하게,1.0
신물,-1.0
신바람,2.0
신박하다,1.0
신선하다,1.0
신성한,1.0
신중,1.0
신중하다,1.0
신중한,1.0
신중히,1.0
신컨,1.0
신통하다,1.0
실랑이를,-1.0
실망,-2.0
실망감,-2.0
실망낙담,-2.0
실망낙담하다,-2.0
실망스럽고,-2.0
실망스럽다,-2.0
실망하다,-2.0
실망한,-2.0
실망함,-2.0
실속,1.0
실속없이,-2.0
실속이,1.0
실수,-1.0
실수가,-1.0
실수나,-1.0
실수를,-1.0
실심,-2.0
실심하다,-2.0
실없거나,-2.0
실없고,-2.0
실없는,-2.0
실없다,-2.0
실없이,-2.0
실용적,1.0
실용적이다,2.0
실용적인,2.0
실천적인,1.0
실패나,-2.0
실패로,-2.0
실패하거나,-2.0
실패함을,-2.0
실하게,2.0
실하고,2.0
실하다,2.0
싫거나,-2.0
싫게,-2.0
싫고,-2.0
싫다,-2.0
싫다고,-2.0
싫도록,-2.0
싫어나다,-2.0
싫어서,-2.0
싫어지거나,-2.0
싫어지다,-2.0
싫어하고,-2.0
싫어하는,-2.0
싫어하다,-2.0
싫어하여,-2.0
싫어함을,-2.0
싫어해,-2.0
싫은,-2.0
싫을,-2.0
싫이,-2.0
싫증,-2.0
싫증이,-2.0
싫증이나,-2.0
심각성,-2.0
심각하게,-2.0
심각한,-2.0
심술,-2.0
심술궂게,-2.0
심술궂고,-2.0
심술궂다,-2.0
심술궂은,-2.0
심술꾸러기,-2.0
심술부리다,-2.0
심술스럽다,-2.0
심술을,-2.0
심술이,-2.0
심술이나,-2.0
심술쟁이,-2.0
심심하고,-1.0
심오하다,-2.0
심오한,1.0
심장마비,-2.0
심장병,-2.0
심쿵,2.0
심하거나,-2.0
심하게,-2.0
심하다,-2.0
심하면,-2.0
심한,-2.0
싱거운,-1.0
싱겁게,-1.0
싱겁다,-1.0
싱그럽다,2.0
싱글거리다,2.0
싱글대다,2.0
싱글벙글,2.0
싱글벙글하다,2.0
싱긋대다,1.0
싱싱하고,2.0
싱싱하다,2.0
싱싱한,2.0
싱싱히,2.0
싸근싸근히,2.0
싸글싸글히,2.0
싸늘한,-1.0
싸우다,-2.0
싸움,-1.0
싹싹하고,2.0
싹싹한,1.0
쌀쌀맞고,-1.0
쌀쌀맞다,-1.0
쌀쌀한,-1.0
써글써글히,2.0
썩거나,-2.0
썩는,-2.0
썩소,-1.0
썩어서,-2.0
썩이다,-2.0
썩임,-2.0
썰렁한,-1.0
쏘아붙이는,-2.0
쑤시고,-1.0
쑤시는,-1.0
쑤시다,-1.0
쑤시듯이,-1.0
쑤시며,-1.0
쑥스럽다,-1.0
쓰라리다,-2.0
쓰라린,-2.0
쓰라림,-2.0
쓰러뜨리다,0.0
쓰러져,-2.0
쓰러지거나,-2.0
쓰러지다,-2.0
쓰러질,-2.0
쓰리고,-2.0
쓰리다,-2.0
쓰며,-2.0
쓸데없거나,-2.0
쓸데없는,-2.0
쓸데없다,-2.0
쓸데없음을,-2.0
쓸데없이,-2.0
쓸모없고,-1.0
쓸모없다,-2.0
쓸모없이,-2.0
쓸쓸하게,-2.0
쓸쓸하고,-2.0
쓸쓸하다,-2.0
쓸쓸한,-2.0
쓸쓸함,-2.0
쓸쓸히,-2.0
씀벅대다,-1.0
씁쓰레,-1.0
씁쓰레하게,-1.0
씁쓰레하다,-1.0
씁쓰름하다,-1.0
씁씁하다,-1.0
씩씩하게,1.0
씩씩하고,1.0
씩씩하다,1.0
씹다,-1.0
씹히는,-1.0
아기자기하거나,1.0
아기자기하게,1.0
아까움,-1.0
아까워서,-1.0
아까워하다,-1.0
아깝게,-1.0
아깝다,-1.0
아끼고,1.0
아끼다,1.0
아끼어,1.0
아낌없이,1.0
아늑한,1.0
아니꼬운,-2.0
아니꼽거나,-2.0
아니꼽다,-2.0
아니다,-2.0
아니하고,-2.0
아니하다,-2.0
아담하고,1.0
아둔하고,-2.0
아득하다,-1.0
아름다우며,2.0
아름다운,2.0
아름다움,2.0
아름다움과,2.0
아름다움을,2.0
아름다움이나,2.0
아름다워,2.0
아름다워서,2.0
아름답거나,2.0
아름답게,2.0
아름답고,2.0
아름답다,2.0
아리고,-2.0
아리다,-2.0
아리땁다,2.0
아무렇게나,-1.0
아물아물,-1.0
아삭아삭한,1.0
아삭하다,1.0
아수록하다,-1.0
아쉬움,-1.0
아쉬워하는,-1.0
아쉬워하다,-1.0
아쉽거나,-1.0
아쉽다,-1.0
아슬아슬하고,-1.0
아오안,-1.0
아찔하다,-1.0
아찔하여지다,-1.0
아첨을,-1.0
아첨하고,-1.0
아첨하는,-1.0
아첨하다,-1.0
아첨하여,-1.0
아첨함을,-1.0
아파,-2.0
아파서,-2.0
아파하는,-2.0
아파하다,-2.0
아프거나,-2.0
아프게,-2.0
아프고,-2.0
아프다,-2.0
아프며,-2.0
아프면서,-2.0
아픈,-2.0
아플,-2.0
아픔,-2.0
아픔을,-2.0
악당,-1.0
악독하게,-2.0
악독한,-2.0
악마,-2.0
악마에,-1.0
악명높은,-1.0
악몽,-2.0
악성,-2.0
악순환,-2.0
악업,-2.0
악업을,-2.0
악에,-2.0
악연,-2.0
악의,-2.0
악의의,-1.0
악의적,-1.0
악의적인,-2.0
악인연,-2.0
악지를,-1.0
악취,-1.0
악플,-2.0
악하고,-2.0
악하다,-2.0
악한,-2.0
악화되다,-2.0
안궁,-1.0
안달,-1.0
안달복달,-1.0
안달복달하다,-1.0
안도,1.0
안도감,1.0
안도하다,1.0
안락,1.0
안락하게,1.0
안락하다,1.0
안목,1.0
안물,-1.0
안습,-1.0
안심,1.0
안심감,1.0
안심이,1.0
안심찮다,-2.0
안심하다,1.0
안쓰러워하다,-1.0
안쓰럽다,-1.0
안전,2.0
안전하다,1.0
안전한,2.0
안전함,1.0
안절부절,-1.0
안절부절못하는,-1.0
안절부절못하다,-1.0
안절부절하다,-1.0
안정,1.0
안정되게,1.0
안정한,1.0
안존하다,1.0
안처하다,1.0
안타까울,-2.0
안타까워,-2.0
안타까워서,-2.0
안타까워하는,-2.0
안타까워하다,-2.0
안타깝거나,-2.0
안타깝게,-2.0
안타깝고,-2.0
안타깝다,-2.0
알맞게,1.0
알맞다,1.0
알못,-1.0
알알한,-1.0
알짝지근하다,-1.0
알짤지근한,-1.0
알차고,2.0
앓거나,-2.0
앓고,-2.0
앓는,-2.0
앓다,-2.0
앓아도,-2.0
앓아서,-1.0
앓을,-1.0
앓음,-2.0
암담한,-1.0
암상스러운,-2.0
암상스럽게,-2.0
암으로,-2.0
압도하다,1.0
압박감을,-1.0
압박하여,-1.0
압억되다,-2.0
앙갚음으로,-2.0
앙갚음하려고,-2.0
앙갚음할,-2.0
앙칼지게,-1.0
앙큼하게,-1.0
앙큼하다,0.0
앞잡이,-1.0
앞질러,1.0
애달파하는,-2.0
애달파하다,-2.0
애달프게,-2.0
애달프다,-2.0
애도함,-2.0
애석,-2.0
애석하다,-2.0
애쓰는,-1.0
애쓰다,-1.0
애옥살림하다,-1.0
애절한,-2.0
애정,1.0
애정이나,1.0
애지석지,2.0
애지석지하다,2.0
애지중지,2.0
애지중지하다,2.0
애착,1.0
애착하다,1.0
애처가,1.0
애처로이,-2.0
애처롭거나,-2.0
애처롭게,-2.0
애처롭고,-2.0
애처롭다,-2.0
애타는,-1.0
애타심,1.0
애타적,1.0
애탄,-2.0
애통,-2.0
애통하다,-2.0
애통할,-2.0
애통히,-2.0
애틋하게,1.0
야단스러워지는,-1.0
야단스럽게,-1.0
야단스럽고,-1.0
야들야들하게,1.0
야들야들한,1.0
야멸치게,-2.0
야멸치고,-2.0
야무지게,2.0
야무지고,2.0
야무지다,2.0
야무진,1.0
야물다,1.0
야박스럽다,-2.0
야박히,-2.0
야비하다,-2.0
야비한,-2.0
야살스러운,-2.0
야살스러움,-2.0
야살스럽게,-2.0
야속,-2.0
야속스럽다,-2.0
야속스레,-2.0
야속하게,-2.0
야속하다,-2.0
야속히,-2.0
야위거나,-1.0
야위고,-1.0
야위다,-1.0
야위어,-1.0
야윈,-1.0
야유할,-2.0
야풍,-2.0
야필패,-1.0
약빠르고,-1.0
약빠르지,-1.0
약삭빠르다,1.0
약점,-2.0
약점을,-1.0
약탈하거나,-2.0
약하거나,-1.0
약하고,-1.0
약하다,-1.0
약하면,-1.0
약하여,-1.0
약하여서,-1.0
약하여져서,-1.0
약하여지는,-1.0
약한,-1.0
약해져서,-1.0
약해지다,-1.0
약해진,-1.0
얄망궂고,-1.0
얄망궃고,-2.0
얄미운,-2.0
얄미울,-2.0
얄밉게,-2.0
얄밉고,-2.0
얄밉다,-2.0
얌전하고,1.0
얌치없이,-1.0
양득,1.0
얕보다,-1.0
얕잡거나,-2.0
얕잡아,-2.0
어그러뜨리다,-1.0
어그러지고,-1.0
어그러지다,-1.0
어긋나,-1.0
어긋나게,-1.0
어긋나고,-1.0
어긋나는,-1.0
어긋나다,-1.0
어기다,-1.0
어두침침하게,-1.0
어두침침하고,-1.0
어둑하다,-1.0
어둡거나,-1.0
어둡고,-1.0
어둡다,-1.0
어려우며,-2.0
어려운,-2.0
어려울,-2.0
어려움,-2.0
어려움에,-2.0
어려워,-2.0
어려워서,-2.0
어려워하는,-2.0
어려워하다,-2.0
어렴풋하다,-1.0
어렵거나,-2.0
어렵게,-2.0
어렵고,-2.0
어렵다,-2.0
어름어름,-1.0
어리둥절하여,-1.0
어리벙,-1.0
어리벙벙,-1.0
어리벙벙하게,-1.0
어리벙벙하다,-1.0
어리벙벙하여,-1.0
어리빙빙하다,-1.0
어리삥삥하다,-1.0
어리석게,-2.0
어리석고,-2.0
어리석다,-2.0
어리석어,-2.0
어리석어서,-2.0
어리석으며,-2.0
어리석은,-2.0
어리석음,-2.0
어리숙하다,-2.0
어물어물,-1.0
어물어물하다,-1.0
어색스럽다,-1.0
어색하거나,-1.0
어색하고,-1.0
어색하다,-1.0
어색한,-1.0
어설프게,-1.0
어설프고,-1.0
어설프다,-1.0
어설프며,-1.0
어설픈,-1.0
어설피,-1.0
어수룩하고,-1.0
어수룩한,-1.0
어수선하거나,-1.0
어수선하게,-1.0
어수선하고,-1.0
어수선하다,-1.0
어수선하여,-1.0
어수선한,-1.0
어수선함,-1.0
어여뿌다,2.0
어여쁘다,2.0
어울려,2.0
어울리게,2.0
어울리고,2.0
어울리는,2.0
어울리다,2.0
어울리어,2.0
어이없다,-1.0
어이없을,-1.0
어이없이,-1.0
어정쩡히,-1.0
어줍거나,-2.0
어줍잖다,-2.0
어중간한,-1.0
어지간하게,1.0
어지러우며,-1.0
어지러운,-1.0
어지러워,-1.0
어지러워서,-1.0
어지러워지는,-1.0
어지럼증,-1.0
어지럽거나,-1.0
어지럽게,-1.0
어지럽고,-1.0
어지럽다,-1.0
어지럽도록,-1.0
어지르다,-1.0
어진,2.0
어질고,2.0
어질다,1.0
어쭙잖다,-2.0
어찔어찔하다,-1.0
어찔어찔한,-1.0
어처구니없는,-1.0
어처구니없다,-1.0
어처구니없다고,-1.0
어처구니없이,-1.0
어필하다,1.0
억누르거나,-2.0
억누르고,-2.0
억누르는,-2.0
억누르다,-2.0
억누름,-2.0
억눌러,-2.0
억눌리다,-2.0
억세다,-1.0
억세어,-1.0
억압,-2.0
억압되다,-2.0
억울하거나,-2.0
억울하게,-2.0
억울하다,-2.0
억울하여,-2.0
억울한,-2.0
억울함,-2.0
억제하며,-1.0
억지,-1.0
억지가,-1.0
억지감,-1.0
억지로,-1.0
억지를,-1.0
억지스러운,-1.0
억지스럽다,-1.0
억척스럽고,0.0
억척스럽다,-2.0
언짢거나,-2.0
언짢게,-2.0
언짢고,-2.0
언짢다,-2.0
언짢아서,-2.0
언짢아지다,-2.0
언짢아하다,-2.0
언짢았던,-2.0
언짢은,-2.0
언짢을,-2.0
언짢음,-2.0
언짢이,-2.0
얻어맞을,-1.0
얼기설기하다,-1.0
얼떨떨하다,-1.0
얼떨떨하여,-1.0
얼떨떨한,-1.0
얼떨떨해지다,-1.0
얼떨떨해하다,-1.0
얼렁뚱땅하는,-1.0
얼렁뚱땅하여,-1.0
얼버무리다,-1.0
얼빠져,-1.0
얼빠진,-1.0
얼얼하다,-1.0
얼얼한,-2.0
얽매여서,-1.0
얽은,-1.0
얽히거나,-1.0
엄격하여,-1.0
엄살을,-1.0
엄친아,2.0
엄하다,1.0
업귀,-2.0
업신여겨,-2.0
업신여겨지거나,-2.0
업신여기거나,-2.0
업신여기고,-2.0
업신여기는,-2.0
업신여기다,-2.0
업신여기어,-2.0
업신여기어지거나,-2.0
